id,title,avgvote,releaseyear,tagline
10720,Down with Love,6.400000,2003,The ultimate catch has met his match
10722,The Day of the Beast,6.800000,1995,A devilishly dark comedy
10723,Bulletproof,5.600000,1996,Tough cop. Hostile witness.
10724,Firefox,6.600000,1982,...the most devastating killing machine ever built... his job... steal it!
10726,American Psycho 2: All American Girl,5.900000,2002,Angrier. Deadlier. Sexier.
10727,Darkness Falls,6.500000,2003,Evil rises.
10730,King Kong,6.800000,1976,The most exciting original motion picture event of all time.
10731,The Client,5.200000,1994,A District Attorney Out For A Conviction. A New Lawyer Out Of Her League. A Young Boy Who Knew Too Much.
10733,The Alamo,6.400000,2004,
10734,Escape from Alcatraz,7.300000,1979,No one has ever escaped from Alcatraz... And no one ever will!
10735,What a Girl Wants,6.200000,2003,Trying to fit in. Born to stand out.
10739,Anything Else,6.000000,2003,
1073,Arlington Road,6.800000,1999,Your Paranoia Is Real.
10740,Birth,5.800000,2004,Careful what you wish for.
10741,Bobby,5.700000,2006,"June 6, 1968 - The day the world lost its innocence."
10743,Confidence,6.300000,2003,It's not about the money. It's about the money.
10747,The Outlaw Josey Wales,7.600000,1976,...an army of one.
10748,St. Trinian's,6.000000,2007,
10750,Toy Soldiers,7.300000,1991,"They've Always been REBELS - TODAY, They Become HEROES."
10753,Police Story 2,6.600000,1988,
10756,The Haunted Mansion,5.000000,2003,Check your pulse at the door... if you have one.
10757,Kabhi Khushi Kabhie Gham,7.300000,2001,It's all about loving your parents.
10758,Waitress,7.500000,2007,If only life were as easy as pie
10759,The Comebacks,6.600000,2007,Keep your eye on the ball.
1075,"Black Cat, White Cat",8.200000,1998,
10760,Sydney White,5.800000,2007,Freshman year is no fairytale
10761,Made of Honor,5.700000,2008,He'll do anything to get the groom out of the picture.
10762,Without a Paddle,5.900000,2004,"The call of the wild, the thrill of adventure. The mistake of a lifetime."
10764,Quantum of Solace,5.900000,2008,"For love, for hate, for justice, for revenge."
10765,Private Benjamin,6.700000,1980,
10766,Damien: Omen II,6.900000,1978,The first time was only a warning.
10768,Omen III: The Final Conflict,6.500000,1981,The power of evil is no longer in the hands of a child.
10771,The Tuxedo,5.800000,2002,Suit up for action!
10772,Django,7.200000,1966,The movie that spawned a genre.
10774,Network,7.600000,1976,Not since the dawn of time has America experienced a man like Howard Beale!
10775,Infernal Affairs,7.600000,2002,Loyalty. Honor. Betrayal.
10776,Little Shop of Horrors,6.000000,1986,Don't feed the plants.
10778,The Man Who Wasn't There,7.600000,2001,
10779,The Frighteners,6.600000,1996,No Rest for the Wicked.
10780,Overboard,6.800000,1987,
107811,21 & Over,5.600000,2013,Finally.
10781,The Texas Chainsaw Massacre: The Beginning,6.200000,2006,What you know about fear... doesn't even come close.
10782,Basic,6.200000,2003,Deception is their most deadly weapon.
10783,Lucky Numbers,5.200000,2000,
107846,Escape Plan,6.800000,2013,No one breaks out alone.
10784,Cabaret,6.800000,1972,Life is a Cabaret
10785,The Thing from Another World,6.900000,1951,Look Out...It's The Thing
10794,The Party,8.300000,1968,If you've ever been to a wilder party... you're under arrest!
10795,Tell No One,7.600000,2006,8 years ago Alex's wife was MURDERED. Today... she e-mailed him.
10796,The One,5.700000,2001,Stealing the power of the universes one by one.
107985,The World's End,6.900000,2013,Good food. Fine ales. Total Annihilation.
10798,Sky Fighters,7.500000,2006,
107,Snatch,7.400000,2000,Stealin' Stones and Breakin' Bones.
10800,Dragon Hunters,7.000000,2008,Dragon hunting isn't a fairy tale
10802,Showgirls,5.600000,1995,Beyond your wildest dreams. Beyond your wildest fantasies.
10803,Logan's Run,6.600000,1976,The only thing you can't have in Logan's world is your 30th birthday. Unless you run away.
10804,King Ralph,5.400000,1991,"When Ralph becomes royalty, laughter reigns!"
10806,In & Out,6.100000,1997,An out-and-out comedy.
10808,Dr. Dolittle 2,5.000000,2001,The doctor is in again.
10823,Children of the Corn,5.600000,1984,In their world adults are not allowed... to live.
10829,Tremors 3: Back to Perfection,5.500000,2001,The Food Chain Just Grew Another Link.
10830,Matilda,6.400000,1996,A little magic goes a long way.
10832,Them,6.100000,2006,They're already inside
10833,Heartbreakers,5.300000,2001,They Will Love You For Richer. And Leave You For Poorer!
10835,The Killer,8.200000,1989,One Vicious Hitman. One Fierce Cop. Ten Thousand Bullets.
10837,DuckTales: The Movie - Treasure of the Lost Lamp,6.800000,1990,Scrooge McDuck's First Full-Length Animated Feature Film.
10843,After Hours,7.200000,1985,"When it's after midnight in New York City, you don't have to look for love, laughter and trouble. They'll all find you!"
10846,The Tiger and the Snow,6.000000,2005,A love-struck Italian poet is stuck in Iraq at the onset of an American invasion.
10847,Lord of the Flies,6.200000,1990,No parents. No teachers. No rules... No mercy.
10849,The Purple Rose of Cairo,7.600000,1985,
10851,Revolver,6.200000,2005,Your mind will not accept a game this big
10854,Wicked Little Things,4.800000,2006,Prey for them
10855,Naked Weapon,6.000000,2002,They will seduce you - just before they kill you!
10858,Nixon,6.500000,1995,
10859,Stakeout,6.500000,1987,It's a tough job but somebody's got to do it!
10860,Steel Magnolias,7.000000,1989,The funniest movie ever to make you cry.
10861,Maximum Risk,5.000000,1996,The Other Side of Safety.
10862,Bounce,5.000000,2000,Two strangers fell in love. One knew it wasn't by chance.
10865,Atlantis: The Lost Empire,6.200000,2001,Atlantis is waiting...
10866,Joy Ride,6.800000,2001,"It was just a joke, just for fun."
10867,Malena,7.100000,2000,"She was too young to be a widow, and too beautiful to be alone. Every man wanted to have her. One boy risked everything to protect her"
10868,The Accused,5.400000,1988,Being a victim was her only crime.
10869,Herbie Rides Again,6.300000,1974,
10873,Shadow of the Vampire,6.600000,2000,An Unspeakable Horror. A Creative Genius. Captured For Eternity.
10874,Muppet Treasure Island,6.100000,1996,Set sail for Muppet mayhem!
10876,Quills,6.200000,2000,There are no bad words... only bad deeds.
10877,Exit Wounds,6.200000,2001,This Is Gonna Hurt
10878,Saving Silverman,5.800000,2001,They swore nothing would come between them. Then evil walked in the door
10881,Avalon,7.400000,2001,Dare to enter a world of future videogames.
10882,Sleeping Beauty,6.400000,1959,Awaken to a World of Wonders!
10885,Shutter,6.700000,2008,The most terrifying images are the ones that are real.
1088,Whale Rider,7.700000,2002,
10890,Stripes,7.100000,1981,The story of a man who wanted to keep the world safe for democracy...and meet girls.
10891,Tremors 4: The Legend Begins,5.800000,2004,A Revolution Has Begun...
10895,Pinocchio,6.400000,1940,For anyone who has ever wished upon a star.
10897,The Little Rascals,6.100000,1994,Mischief loves company!
10898,The Little Mermaid II: Return to the Sea,5.900000,2000,Return to the sea September 19
1089,Point Break,6.500000,1991,Twenty-seven banks in three years. Anything to catch the perfect wave.
108,Three Colors: Blue,8.100000,1993,
10906,Pet Sematary II,5.300000,1992,Raise Some Hell.
10907,The Adventures of Robin Hood,7.800000,1938,Excitement...Danger...Suspense...as this classic adventure story sweeps across the screen!
10908,Inferno,5.600000,1999,Left for dead. Burning for revenge
109091,The Counselor,5.200000,2013,Sin Is A Choice.
109099,Passion,5.100000,2012,No backstabbing. Just business
10909,Kalifornia,6.800000,1993,Fear never travels alone.
1090,The Thirteenth Floor,7.100000,1999,You can go there even though it doesn't exist.
10911,The Guns of Navarone,8.200000,1961,The Greatest High Adventure Ever Filmed!
1091,The Thing,7.400000,1982,Man is The Warmest Place to Hide.
10922,The Human Stain,6.100000,2003,
10923,Agent Cody Banks,4.900000,2003,Save the world. Get the girl. Pass math.
10925,The Return of the Living Dead,7.300000,1985,They're Back From The Grave and Ready To Party!
10934,Under the Tuscan Sun,6.400000,2003,
10937,Barfly,8.000000,1987,Some people never go crazy. What truly horrible lives they must lead.
10938,Beautiful Thing,8.300000,1996,
10940,Babylon 5: In the Beginning,7.100000,1998,
109410,42,6.700000,2013,The True Story Of An American Legend
109414,This Is the End,6.400000,2013,Nothing ruins a party like the end of the world.
109417,Battle of the Year,5.600000,2013,The World is watching
109418,Grown Ups 2,6.200000,2013,Just because they're a little older doesn't mean they've grown up.
109421,Side Effects,6.100000,2013,One pill can change your life.
109424,Captain Phillips,7.900000,2013,Out here survival is everything.
109428,Evil Dead,6.200000,2013,The most terrifying film you will ever experience.
109431,Identity Thief,5.600000,2013,Is this the face of a sucker?
109439,The Hangover Part III,6.000000,2013,It all ends.
109443,Anchorman 2: The Legend Continues,6.300000,2013,It's kind of a big deal
109445,Frozen,7.700000,2013,From the creators of 'Tangled' and 'Wreck-it Ralph'
109451,Cloudy with a Chance of Meatballs 2,6.800000,2013,Something big was leftover.
10945,Jumpin' Jack Flash,6.200000,1986,An Adventure In Comedy
10946,Earth,7.600000,2007,The remarkable story of three families.
10947,High School Musical,5.600000,2006,
10948,The Fox and the Hound,6.600000,1981,Two friends that didn't know they were supposed to be enemies.
109491,Beautiful Creatures,5.800000,2013,Dark secrets will come to light.
10950,I Am Sam,7.000000,2001,love is all you need
109513,Hit and Run,5.900000,2012,A Comedy That Never Takes Its Foot Off The Gas
10951,Gorgeous,6.400000,1999,“She wanted adventure. In Hong Kong she found her match.”
10952,New Jack City,6.100000,1991,They're a new breed of gangster. The new public enemy. The new family of crime.
10956,Joe Dirt,6.200000,2001,He Came. He Cleaned. He Conquered.
10957,The Black Cauldron,7.100000,1985,Hidden by darkness. Guarded by witches. Discovered by a boy. Stolen by a king. Whoever owns it will rule the world. Or destroy it.
109584,Broken,6.500000,2013,
10961,Behind the Mask: The Rise of Leslie Vernon,7.200000,2006,"Freddy, Jason, Michael. We All Need Someone To Look Up To."
109689,I Want You,8.000000,2012,
109729,The Canyons,4.300000,2013,
10972,Session 9,6.400000,2001,Fear is a place.
10973,Creature from the Black Lagoon,7.100000,1954,From the Amazon's forbidden depths came the Creature from the Black Lagoon
10974,Armour of God,7.500000,1986,Jackie Chan in his greatest adventure ever!
10975,Armour of God II: Operation Condor,7.600000,1991,"On his most dangerous mission ever, the world's toughest secret agent isn't going in alone."
10982,Hoodwinked!,6.100000,2005,Armed And Dangerously Dumb.
10984,Valentine,5.400000,2001,Remember that kid everyone ignored on Valentine’s Day?  - He remembers you.
10985,The New Guy,6.300000,2002,A zero will rise.
10986,The Taming of the Scoundrel,8.600000,1980,
10987,Halloween: The Curse of Michael Myers,6.000000,1995,Haddonfield is ready to celebrate Halloween.... so is Michael Myers!
10990,Mulholland Falls,6.700000,1996,"This isn't America, this is Los Angeles."
10991,Pokémon 3: The Movie,5.900000,2000,
10992,Cats & Dogs,4.800000,2001,Things Are Gonna Get Hairy!
10995,The Lover,7.500000,1992,"She gave her innocence, her passion, her body. The one thing she couldn't give was her love."
10996,Stuart Little 2,5.200000,2002,A Little Goes A Long Way
10997,Farewell My Concubine,8.300000,1993,
10998,Fatal Attraction,6.000000,1987,A look that led to an evening. A mistake he'll regret...FOR THE REST OF HIS LIFE.
10999,Commando,6.600000,1985,Somewhere... somehow... someone's going to pay
109,Three Colors: White,7.400000,1994,
11000,The Birdcage,6.700000,1996,Come as you are.
11001,Blue Streak,6.000000,1999,He's A Cop That's Not.
11002,"Greystoke: The Legend of Tarzan, Lord of the Apes",5.900000,1984,
11003,The Wedding Singer,6.300000,1998,He's gonna party like it's 1985.
11004,Wonder Boys,7.300000,2000,Undependable. Unpredictable. Unforgettable.
11005,Awakenings,6.700000,1990,There is no such thing as a simple miracle.
11006,Smokey and the Bandit,7.100000,1977,What we have here is a total lack of respect for the law!
11007,Cheaper by the Dozen,5.400000,2003,Growing pains? They've got twelve of them!
11008,Major Payne,5.200000,1995,He's looking for a few good men... or a few guys old enough to shave.
11009,Saturday Night Fever,6.600000,1977,Catch it.
11010,The Postman,7.800000,1994,
110112,Nitro Circus: The Movie,6.900000,2012,
11011,Richie Rich,5.500000,1994,An adventure so big... even the world's richest kid can't afford to miss it!
11012,Damage,5.500000,1992,Desire... Deceit... Destiny...
11013,Secretary,7.000000,2002,Assume the position.
110146,The Sapphires,6.800000,2012,Follow your heart. Discover your soul.
11015,The Relic,6.100000,1997,The Next Evolution In Terror.
110160,Laurence Anyways,8.200000,2012,
11016,Key Largo,8.300000,1948,A storm of fear and fury in the sizzling Florida Keys !
11017,Billy Madison,6.400000,1995,Billy is going back to school... Way back.
11022,Narc,5.800000,2002,
11023,Thirteen,6.400000,2003,It's happening so fast.
11024,Scooby-Doo 2: Monsters Unleashed,5.000000,2004,They came. They saw. They ran.
11025,New York Minute,5.300000,2004,
11026,Exorcist: The Beginning,5.100000,2004,Go back to where the horror began.
11030,Zelig,8.000000,1983,
11031,This Is Spinal Tap,7.600000,1984,Does for rock & roll what 'The Sound of Music' did for hills.
11033,Dressed to Kill,6.500000,1980,The Latest Fashion In Murder
11034,The Great Gatsby,6.600000,1974,Gone is the romance that was so divine.
110354,Side by Side,7.600000,2012,Can film survive our digital future?
11036,The Notebook,7.000000,2004,Behind every great love is a great story.
11037,Iron Eagle,4.700000,1986,
110398,No,6.200000,2012,"¡Adiós, Pinochet!"
1103,Escape from New York,6.400000,1981,1997. New York City is now a maximum security prison. Breaking out is impossible. Breaking in is insane.
110410,Drug War,6.000000,2013,HIGH RISK HIGH RETURN
110415,Snowpiercer,6.800000,2013,"AD 2031, the passengers in the train are the only survivors on Earth."
11041,The Beverly Hillbillies,5.900000,1993,The day they moved in... Beverly Hills moved out.
110420,Wolf Children,8.100000,2012,Love wildly
11044,Arizona Dream,7.600000,1992,
11045,Taxi,5.200000,2004,Take a Ride on the Wild Side.
11046,Where Eagles Dare,7.500000,1968,They dare to climb a terrifying new peak in suspense... all the way up to hell!
11047,Asterix the Gaul,5.800000,1967,
11049,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,7.800000,2003,One More Time
